Province,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Region,,,,Region
,Latvia,56.8796,24.6032,10/03/2020,8,0,1,7,Europe,,,,
,Lebanon,33.8547,35.8623,10/03/2020,41,1,1,39,Eastern Mediterranean,,,,
,Liberia,6.428055,-9.429499,10/03/2020,0,0,0,0,Africa,,,,
,Liechtenstein,47.14,9.55,10/03/2020,1,0,0,1,Europe,,,,
,Lithuania,55.1694,23.8813,10/03/2020,1,0,0,1,Europe,,,,
,Luxembourg,49.8153,6.1296,10/03/2020,5,0,0,5,Europe,,,,
,Madagascar,-18.766947,46.869107,10/03/2020,0,0,0,0,Africa,,,,
,Malaysia,4.210484,101.975766,10/03/2020,129,0,24,105,Western Pacific,,,,
,Maldives,3.2028,73.2207,10/03/2020,6,0,0,6,South-East Asia,,,,
,Malta,35.9375,14.3754,10/03/2020,5,0,0,5,Europe,,,,
,Mauritania,21.0079,-10.9408,10/03/2020,0,0,0,0,Africa,,,,
,Mauritius,-20.348404,57.552152,10/03/2020,0,0,0,0,Africa,,,,
,Mexico,23.6345,-102.5528,10/03/2020,7,0,4,3,Americas,,,,
,Moldova,47.4116,28.3699,10/03/2020,3,0,0,3,Europe,,,,
,Monaco,43.7333,7.4167,10/03/2020,1,0,0,1,Europe,,,,
,Mongolia,46.8625,103.8467,10/03/2020,1,0,0,1,Western Pacific,,,,
,Montenegro,42.708678,19.37439,10/03/2020,0,0,0,0,Europe,,,,
,Morocco,31.7917,-7.0926,10/03/2020,3,1,0,2,Eastern Mediterranean,,,,
,Namibia,-22.9576,18.4904,10/03/2020,0,0,0,0,Africa,,,,
,Nepal,28.1667,84.25,10/03/2020,1,0,1,0,South-East Asia,,,,
Aruba,Netherlands,12.5211,-69.9683,10/03/2020,0,0,0,0,Europe,,,,
Curacao,Netherlands,12.1696,-68.99,10/03/2020,0,0,0,0,Europe,,,,
Sint Maarten,Netherlands,18.0425,-63.0548,10/03/2020,0,0,0,0,Europe,,,,
,Netherlands,52.1326,5.2913,10/03/2020,382,4,0,378,Europe,,,,
,New Zealand,-40.9006,174.886,10/03/2020,5,0,0,5,Western Pacific,,,,
,Nicaragua,12.865416,-85.207229,10/03/2020,0,0,0,0,Americas,,,,
,Niger,17.607789,8.081666,10/03/2020,0,0,0,0,Africa,,,,
,Nigeria,9.082,8.6753,10/03/2020,2,0,0,2,Africa,,,,
,North Macedonia,41.6086,21.7453,10/03/2020,7,0,0,7,Europe,,,,
,Norway,60.472,8.4689,10/03/2020,400,0,1,399,Europe,,,,
,Oman,21.512583,55.923255,10/03/2020,18,0,9,9,Eastern Mediterranean,,,,
,Pakistan,30.3753,69.3451,10/03/2020,19,0,2,17,Eastern Mediterranean,,,,
,Panama,8.538,-80.7821,10/03/2020,1,0,0,1,Americas,,,,
,Papua New Guinea,-6.314993,143.95555,10/03/2020,0,0,0,0,Western Pacific,,,,
,Paraguay,-23.4425,-58.4438,10/03/2020,1,0,0,1,Americas,,,,
,Peru,-9.19,-75.0152,10/03/2020,11,0,0,11,Americas,,,,
,Philippines,12.879721,121.774017,10/03/2020,33,1,2,30,Western Pacific,,,,
,Poland,51.9194,19.1451,10/03/2020,22,0,0,22,Europe,,,,
,Portugal,39.3999,-8.2245,10/03/2020,41,0,0,41,Europe,,,,
,Qatar,25.3548,51.1839,10/03/2020,24,0,0,24,Eastern Mediterranean,,,,
,Romania,45.9432,24.9668,10/03/2020,25,0,3,22,Europe,,,,
,Russia,61.52401,105.318756,10/03/2020,20,0,3,17,Europe,,,,
,Rwanda,-1.9403,29.8739,10/03/2020,0,0,0,0,Africa,,,,
,Saint Lucia,13.9094,-60.9789,10/03/2020,0,0,0,0,Americas,,,,
,Saint Vincent and the Grenadines,12.9843,-61.2872,10/03/2020,0,0,0,0,Americas,,,,
,San Marino,43.9424,12.4578,10/03/2020,51,2,0,49,Europe,,,,
,Saudi Arabia,23.885942,45.079162,10/03/2020,20,0,1,19,Eastern Mediterranean,,,,
,Senegal,14.4974,-14.4524,10/03/2020,4,0,1,3,Africa,,,,
,Serbia,44.0165,21.0059,10/03/2020,5,0,0,5,Europe,,,,
,Seychelles,-4.6796,55.492,10/03/2020,0,0,0,0,Africa,,,,
,Singapore,1.2833,103.8333,10/03/2020,160,0,78,82,Western Pacific,,,,
,Slovakia,48.669,19.699,10/03/2020,7,0,0,7,Europe,,,,
,Slovenia,46.1512,14.9955,10/03/2020,31,0,0,31,Europe,,,,
,Somalia,5.152149,46.199616,10/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,South Africa,-30.5595,22.9375,10/03/2020,7,0,0,7,Africa,,,,
,Spain,40.463667,-3.74922,10/03/2020,"1,695",35,32,"1,628",Europe,,,,
,Sri Lanka,7.873054,80.771797,10/03/2020,1,0,1,0,South-East Asia,,,,
,Sudan,12.8628,30.2176,10/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Suriname,3.9193,-56.0278,10/03/2020,0,0,0,0,Americas,,,,
,Sweden,60.128161,18.643501,10/03/2020,355,0,0,355,Europe,,,,
,Switzerland,46.8182,8.2275,10/03/2020,491,3,3,485,Europe,,,,
,Taiwan*,23.7,121,10/03/2020,47,1,17,29,Western Pacific,,,,
,Tanzania,-6.369028,34.888822,10/03/2020,0,0,0,0,Africa,,,,
,Thailand,15.870032,100.992541,10/03/2020,53,1,33,19,South-East Asia,,,,
,Togo,8.6195,0.8248,10/03/2020,1,0,0,1,Africa,,,,
,Trinidad and Tobago,10.6918,-61.2225,10/03/2020,0,0,0,0,Americas,,,,
,Tunisia,33.886917,9.537499,10/03/2020,5,0,0,5,Eastern Mediterranean,,,,
,Turkey,38.9637,35.2433,10/03/2020,0,0,0,0,Europe,,,,
,Uganda,1.373333,32.290275,10/03/2020,0,0,0,0,Africa,,,,
,Ukraine,48.3794,31.1656,10/03/2020,1,0,0,1,Europe,,,,
,United Arab Emirates,23.424076,53.847818,10/03/2020,74,0,12,62,Eastern Mediterranean,,,,
Bermuda,United Kingdom,32.3078,-64.7505,10/03/2020,0,0,0,0,Europe,,,,
Cayman Islands,United Kingdom,19.3133,-81.2546,10/03/2020,0,0,0,0,Europe,,,,
Channel Islands,United Kingdom,49.3723,-2.3644,10/03/2020,1,0,0,1,Europe,,,,
Gibraltar,United Kingdom,36.1408,-5.3536,10/03/2020,1,0,1,0,Europe,,,,
Isle of Man,United Kingdom,54.2361,-4.5481,10/03/2020,0,0,0,0,Europe,,,,
Montserrat,United Kingdom,16.742498,-62.187366,10/03/2020,0,0,0,0,Europe,,,,
,United Kingdom,55.3781,-3.436,10/03/2020,887,7,18,862,Europe,,,,
,Uruguay,-32.5228,-55.7658,10/03/2020,0,0,0,0,Americas,,,,
,US,40,-100,10/03/2020,711,28,8,675,Americas,,,,
,Uzbekistan,41.377491,64.585262,10/03/2020,0,0,0,0,Europe,,,,
,Venezuela,6.4238,-66.5897,10/03/2020,0,0,0,0,Americas,,,,
,Vietnam,14.058324,108.277199,10/03/2020,31,0,16,15,Western Pacific,,,,
,Zambia,-13.133897,27.849332,10/03/2020,0,0,0,0,Africa,,,,
,Zimbabwe,-19.015438,29.154857,10/03/2020,0,0,0,0,Africa,,,,
,Dominica,15.415,-61.371,10/03/2020,0,0,0,0,Americas,,,,
,Grenada,12.1165,-61.679,10/03/2020,0,0,0,0,Americas,,,,
,Mozambique,-18.665695,35.529562,10/03/2020,0,0,0,0,Africa,,,,
,Syria,34.802075,38.996815,10/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Timor-Leste,-8.874217,125.727539,10/03/2020,0,0,0,0,South-East Asia,,,,
,Belize,17.1899,-88.4976,10/03/2020,0,0,0,0,Americas,,,,
,Laos,19.85627,102.495496,10/03/2020,0,0,0,0,Western Pacific,,,,
,Libya,26.3351,17.228331,10/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,West Bank and Gaza,31.9522,35.2332,10/03/2020,26,0,0,26,Eastern Mediterranean,,,,
,Guinea-Bissau,11.8037,-15.1804,10/03/2020,0,0,0,0,Africa,,,,
,Mali,17.570692,-3.996166,10/03/2020,0,0,0,0,Africa,,,,
,Saint Kitts and Nevis,17.357822,-62.782998,10/03/2020,0,0,0,0,Americas,,,,
Northwest Territories,Canada,64.8255,-124.8457,10/03/2020,0,0,0,0,Americas,,,,
Yukon,Canada,64.2823,-135,10/03/2020,0,0,0,0,Americas,,,,
,Kosovo,42.602636,20.902977,10/03/2020,0,0,0,0,Europe,,,,
,Burma,21.9162,95.956,10/03/2020,0,0,0,0,South-East Asia,,,,
Anguilla,United Kingdom,18.2206,-63.0686,10/03/2020,0,0,0,0,Europe,,,,
British Virgin Islands,United Kingdom,18.4207,-64.64,10/03/2020,0,0,0,0,Europe,,,,
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,10/03/2020,0,0,0,0,Europe,,,,
,Botswana,-22.3285,24.6849,10/03/2020,0,0,0,0,Africa,,,,
,Burundi,-3.3731,29.9189,10/03/2020,0,0,0,0,Africa,,,,
,Sierra Leone,8.460555,-11.779889,10/03/2020,0,0,0,0,Africa,,,,
,Malawi,-13.2543,34.3015,10/03/2020,0,0,0,0,Africa,,,,
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,10/03/2020,0,0,0,0,Europe,,,,
Saint Pierre and Miquelon,France,46.8852,-56.3159,10/03/2020,0,0,0,0,Europe,,,,
,South Sudan,6.877,31.307,10/03/2020,0,0,0,0,Africa,,,,
,Western Sahara,24.2155,-12.8858,10/03/2020,0,0,0,0,Africa,,,,
,Sao Tome and Principe,0.1864,6.6131,10/03/2020,0,0,0,0,Africa,,,,
,Yemen,15.552727,48.516388,10/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Comoros,-11.6455,43.3333,10/03/2020,0,0,0,0,Africa,,,,
,Tajikistan,38.861,71.2761,10/03/2020,0,0,0,0,Europe,,,,
,Lesotho,-29.61,28.2336,10/03/2020,0,0,0,0,Africa,,,,
,Afghanistan,33.93911,67.709953,11/03/2020,7,0,0,7,Eastern Mediterranean,,,,
,Albania,41.1533,20.1683,11/03/2020,12,1,0,11,Europe,,,,
,Algeria,28.0339,1.6596,11/03/2020,20,0,0,20,Africa,,,,
,Andorra,42.5063,1.5218,11/03/2020,1,0,0,1,Europe,,,,
,Angola,-11.2027,17.8739,11/03/2020,0,0,0,0,Africa,,,,
,Antigua and Barbuda,17.0608,-61.7964,11/03/2020,0,0,0,0,Americas,,,,
,Argentina,-38.4161,-63.6167,11/03/2020,19,1,0,18,Americas,,,,
,Armenia,40.0691,45.0382,11/03/2020,1,0,0,1,Europe,,,,
Australian Capital Territory,Australia,-35.4735,149.0124,11/03/2020,0,0,0,0,Western Pacific,,,,
New South Wales,Australia,-33.8688,151.2093,11/03/2020,65,2,4,59,Western Pacific,,,,
Northern Territory,Australia,-12.4634,130.8456,11/03/2020,1,0,0,1,Western Pacific,,,,
Queensland,Australia,-27.4698,153.0251,11/03/2020,20,0,8,12,Western Pacific,,,,
South Australia,Australia,-34.9285,138.6007,11/03/2020,9,0,2,7,Western Pacific,,,,
Tasmania,Australia,-42.8821,147.3272,11/03/2020,3,0,0,3,Western Pacific,,,,
Victoria,Australia,-37.8136,144.9631,11/03/2020,21,0,7,14,Western Pacific,,,,
Western Australia,Australia,-31.9505,115.8605,11/03/2020,9,1,0,8,Western Pacific,,,,
,Austria,47.5162,14.5501,11/03/2020,246,0,4,242,Europe,,,,
,Azerbaijan,40.1431,47.5769,11/03/2020,11,0,3,8,Europe,,,,
,Bahamas,25.025885,-78.035889,11/03/2020,0,0,0,0,Americas,,,,
,Bahrain,26.0275,50.55,11/03/2020,195,0,35,160,Eastern Mediterranean,,,,
,Bangladesh,23.685,90.3563,11/03/2020,3,0,0,3,South-East Asia,,,,
,Barbados,13.1939,-59.5432,11/03/2020,0,0,0,0,Americas,,,,
,Belarus,53.7098,27.9534,11/03/2020,9,0,3,6,Europe,,,,
,Belgium,50.8333,4.469936,11/03/2020,314,3,1,310,Europe,,,,
,Benin,9.3077,2.3158,11/03/2020,0,0,0,0,Africa,,,,
,Bhutan,27.5142,90.4336,11/03/2020,1,0,0,1,South-East Asia,,,,
,Bolivia,-16.2902,-63.5887,11/03/2020,2,0,0,2,Americas,,,,
,Bosnia and Herzegovina,43.9159,17.6791,11/03/2020,7,0,0,7,Europe,,,,
,Brazil,-14.235,-51.9253,11/03/2020,38,0,0,38,Americas,,,,
,Brunei,4.5353,114.7277,11/03/2020,11,0,0,11,Western Pacific,,,,
,Bulgaria,42.7339,25.4858,11/03/2020,7,1,0,6,Europe,,,,
,Burkina Faso,12.2383,-1.5616,11/03/2020,2,0,0,2,Africa,,,,
,Cabo Verde,16.5388,-23.0418,11/03/2020,0,0,0,0,Africa,,,,
,Cambodia,11.55,104.9167,11/03/2020,3,0,1,2,Western Pacific,,,,
,Cameroon,3.848,11.5021,11/03/2020,2,0,0,2,Africa,,,,
Alberta,Canada,53.9333,-116.5765,11/03/2020,19,0,0,19,Americas,,,,
British Columbia,Canada,53.7267,-127.6476,11/03/2020,39,1,0,38,Americas,,,,
Manitoba,Canada,53.7609,-98.8139,11/03/2020,0,0,0,0,Americas,,,,
New Brunswick,Canada,46.5653,-66.4619,11/03/2020,1,0,0,1,Americas,,,,
Newfoundland and Labrador,Canada,53.1355,-57.6604,11/03/2020,0,0,0,0,Americas,,,,
Nova Scotia,Canada,44.682,-63.7443,11/03/2020,0,0,0,0,Americas,,,,
Ontario,Canada,51.2538,-85.3232,11/03/2020,41,0,0,41,Americas,,,,
Prince Edward Island,Canada,46.5107,-63.4168,11/03/2020,0,0,0,0,Americas,,,,
Quebec,Canada,52.9399,-73.5491,11/03/2020,8,0,0,8,Americas,,,,
Saskatchewan,Canada,52.9399,-106.4509,11/03/2020,0,0,0,0,Americas,,,,
,Central African Republic,6.6111,20.9394,11/03/2020,0,0,0,0,Africa,,,,
,Chad,15.4542,18.7322,11/03/2020,0,0,0,0,Africa,,,,
,Chile,-35.6751,-71.543,11/03/2020,35,0,0,35,Americas,,,,
Anhui,China,31.8257,117.2264,11/03/2020,990,6,984,0,Western Pacific,,,,
Beijing,China,40.1824,116.4142,11/03/2020,435,8,326,101,Western Pacific,,,,
Chongqing,China,30.0572,107.874,11/03/2020,576,6,554,16,Western Pacific,,,,
Fujian,China,26.0789,117.9874,11/03/2020,296,1,295,0,Western Pacific,,,,
Gansu,China,35.7518,104.2861,11/03/2020,127,2,88,37,Western Pacific,,,,
Guangdong,China,23.3417,113.4244,11/03/2020,"1,356",8,"1,282",66,Western Pacific,,,,
Guangxi,China,23.8298,108.7881,11/03/2020,252,2,238,12,Western Pacific,,,,
Guizhou,China,26.8154,106.8748,11/03/2020,146,2,133,11,Western Pacific,,,,
Hainan,China,19.1959,109.7453,11/03/2020,168,6,159,3,Western Pacific,,,,
Hebei,China,39.549,116.1306,11/03/2020,318,6,0,312,Western Pacific,,,,
Heilongjiang,China,47.862,127.7615,11/03/2020,482,13,436,33,Western Pacific,,,,
Henan,China,37.8957,114.9042,11/03/2020,"1,273",22,0,"1,251",Western Pacific,,,,
Hong Kong,China,22.3,114.2,11/03/2020,126,3,65,58,Western Pacific,,,,
Hubei,China,30.9756,112.2707,11/03/2020,"67,773","3,046","49,134","15,593",Western Pacific,,,,
Hunan,China,27.6104,111.7088,11/03/2020,"1,018",4,995,19,Western Pacific,,,,
Inner Mongolia,China,44.0935,113.9448,11/03/2020,75,1,71,3,Western Pacific,,,,
Jiangsu,China,32.9711,119.455,11/03/2020,631,0,627,4,Western Pacific,,,,
Jiangxi,China,27.614,115.7221,11/03/2020,935,1,932,2,Western Pacific,,,,
Jilin,China,43.6661,126.1923,11/03/2020,93,1,91,1,Western Pacific,,,,
Liaoning,China,41.2956,122.6085,11/03/2020,125,1,111,13,Western Pacific,,,,
Macau,China,22.1667,113.55,11/03/2020,10,0,10,0,Western Pacific,,,,
Ningxia,China,37.2692,106.1655,11/03/2020,75,0,72,3,Western Pacific,,,,
Qinghai,China,35.7452,95.9956,11/03/2020,18,0,18,0,Western Pacific,,,,
Shaanxi,China,35.1917,108.8701,11/03/2020,245,1,232,12,Western Pacific,,,,
Shandong,China,36.3427,118.1498,11/03/2020,760,6,726,28,Western Pacific,,,,
Shanghai,China,31.202,121.4491,11/03/2020,344,3,320,21,Western Pacific,,,,
Shanxi,China,37.5777,112.2922,11/03/2020,133,0,131,2,Western Pacific,,,,
Sichuan,China,30.6171,102.7103,11/03/2020,539,3,488,48,Western Pacific,,,,
Tianjin,China,39.3054,117.323,11/03/2020,136,3,131,2,Western Pacific,,,,
Tibet,China,31.6927,88.0924,11/03/2020,1,0,1,0,Western Pacific,,,,
Xinjiang,China,41.1129,85.2401,11/03/2020,76,3,73,0,Western Pacific,,,,
Yunnan,China,24.974,101.487,11/03/2020,174,2,170,2,Western Pacific,,,,
Zhejiang,China,29.1832,120.0934,11/03/2020,"1,215",1,"1,195",19,Western Pacific,,,,
,Colombia,4.5709,-74.2973,11/03/2020,9,0,0,9,Americas,,,,
,Congo (Brazzaville),-0.228,15.8277,11/03/2020,0,0,0,0,Africa,,,,
,Congo (Kinshasa),-4.0383,21.7587,11/03/2020,1,0,0,1,Africa,,,,
,Costa Rica,9.7489,-83.7534,11/03/2020,13,0,0,13,Americas,,,,
,Cote d'Ivoire,7.54,-5.5471,11/03/2020,1,0,0,1,Africa,,,,
,Croatia,45.1,15.2,11/03/2020,19,0,0,19,Europe,,,,
,Cuba,21.521757,-77.781167,11/03/2020,0,0,0,0,Americas,,,,
,Cyprus,35.1264,33.4299,11/03/2020,6,0,0,6,Europe,,,,
,Czechia,49.8175,15.473,11/03/2020,91,0,0,91,Europe,,,,
Faroe Islands,Denmark,61.8926,-6.9118,11/03/2020,2,0,0,2,Europe,,,,
Greenland,Greenland,71.7069,-42.6043,11/03/2020,0,0,0,0,Europe,,,,
,Denmark,56.2639,9.5018,11/03/2020,442,0,1,441,Europe,,,,
,Djibouti,11.8251,42.5903,11/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Dominican Republic,18.7357,-70.1627,11/03/2020,5,0,0,5,Americas,,,,
,Ecuador,-1.8312,-78.1834,11/03/2020,17,0,0,17,Americas,,,,
,Egypt,26.820553,30.802498,11/03/2020,60,1,27,32,Eastern Mediterranean,,,,
,El Salvador,13.7942,-88.8965,11/03/2020,0,0,0,0,Americas,,,,
,Equatorial Guinea,1.6508,10.2679,11/03/2020,0,0,0,0,Africa,,,,
,Eritrea,15.1794,39.7823,11/03/2020,0,0,0,0,Africa,,,,
,Estonia,58.5953,25.0136,11/03/2020,16,0,0,16,Europe,,,,
,Eswatini,-26.5225,31.4659,11/03/2020,0,0,0,0,Africa,,,,
,Ethiopia,9.145,40.4897,11/03/2020,0,0,0,0,Africa,,,,
,Fiji,-17.7134,178.065,11/03/2020,0,0,0,0,Western Pacific,,,,
,Finland,61.92411,25.748151,11/03/2020,59,0,1,58,Europe,,,,
French Guiana,France,3.9339,-53.1258,11/03/2020,5,0,0,5,Europe,,,,
French Polynesia,France,-17.6797,149.4068,11/03/2020,0,0,0,0,Europe,,,,
Guadeloupe,France,16.265,-61.551,11/03/2020,0,0,0,0,Europe,,,,
Mayotte,France,-12.8275,45.166244,11/03/2020,0,0,0,0,Europe,,,,
New Caledonia,France,-20.904305,165.618042,11/03/2020,0,0,0,0,Europe,,,,
Reunion,France,-21.1151,55.5364,11/03/2020,1,0,0,1,Europe,,,,
Saint Barthelemy,France,17.9,-62.8333,11/03/2020,1,0,0,1,Europe,,,,
St Martin,France,18.0708,-63.0501,11/03/2020,2,0,0,2,Europe,,,,
Martinique,France,14.6415,-61.0242,11/03/2020,3,0,0,3,Europe,,,,
,France,46.2276,2.2137,11/03/2020,"2,281",48,12,"2,221",Europe,,,,
,Gabon,-0.8037,11.6094,11/03/2020,0,0,0,0,Africa,,,,
,Gambia,13.4432,-15.3101,11/03/2020,0,0,0,0,Africa,,,,
,Georgia,42.3154,43.3569,11/03/2020,24,0,0,24,Europe,,,,
,Germany,51.165691,10.451526,11/03/2020,"1,908",3,25,"1,880",Europe,,,,
,Ghana,7.9465,-1.0232,11/03/2020,0,0,0,0,Africa,,,,
,Greece,39.0742,21.8243,11/03/2020,99,1,0,98,Europe,,,,
,Guatemala,15.7835,-90.2308,11/03/2020,0,0,0,0,Americas,,,,
,Guinea,9.9456,-9.6966,11/03/2020,0,0,0,0,Africa,,,,
,Guyana,4.860416,-58.93018,11/03/2020,0,0,0,0,Americas,,,,
,Haiti,18.9712,-72.2852,11/03/2020,0,0,0,0,Americas,,,,
,Holy See,41.9029,12.4534,11/03/2020,1,0,0,1,Europe,,,,
,Honduras,15.2,-86.2419,11/03/2020,2,0,0,2,Americas,,,,
,Hungary,47.1625,19.5033,11/03/2020,13,0,0,13,Europe,,,,
,Iceland,64.9631,-19.0208,11/03/2020,85,0,1,84,Europe,,,,
,India,20.593684,78.96288,11/03/2020,62,1,4,57,South-East Asia,,,,
,Indonesia,-0.7893,113.9213,11/03/2020,34,1,2,31,South-East Asia,,,,
,Iran,32.427908,53.688046,11/03/2020,"9,000",354,"2,959","5,687",Eastern Mediterranean,,,,
,Iraq,33.223191,43.679291,11/03/2020,71,7,15,49,Eastern Mediterranean,,,,
,Ireland,53.1424,-7.6921,11/03/2020,43,1,0,42,Europe,,,,
,Israel,31.046051,34.851612,11/03/2020,79,0,4,75,Europe,,,,
,Italy,41.87194,12.56738,11/03/2020,"12,462",827,"1,045","10,590",Europe,,,,
,Jamaica,18.1096,-77.2975,11/03/2020,1,0,0,1,Americas,,,,
,Japan,36.204824,138.252924,11/03/2020,640,15,118,507,Western Pacific,,,,
,Jordan,31.24,36.51,11/03/2020,1,0,0,1,Eastern Mediterranean,,,,
,Kazakhstan,48.0196,66.9237,11/03/2020,0,0,0,0,Europe,,,,
,Kenya,-0.0236,37.9062,11/03/2020,0,0,0,0,Africa,,,,
,South Korea,35.907757,127.766922,11/03/2020,"7,755",60,288,"7,407",Western Pacific,,,,
,Kuwait,29.31166,47.481766,11/03/2020,72,0,2,70,Eastern Mediterranean,,,,
,Kyrgyzstan,41.20438,74.766098,11/03/2020,0,0,0,0,Europe,,,,
,Latvia,56.8796,24.6032,11/03/2020,10,0,1,9,Europe,,,,
,Lebanon,33.8547,35.8623,11/03/2020,61,3,1,57,Eastern Mediterranean,,,,
,Liberia,6.428055,-9.429499,11/03/2020,0,0,0,0,Africa,,,,
,Liechtenstein,47.14,9.55,11/03/2020,1,0,0,1,Europe,,,,
,Lithuania,55.1694,23.8813,11/03/2020,3,0,0,3,Europe,,,,
,Luxembourg,49.8153,6.1296,11/03/2020,7,0,0,7,Europe,,,,
,Madagascar,-18.766947,46.869107,11/03/2020,0,0,0,0,Africa,,,,
,Malaysia,4.210484,101.975766,11/03/2020,149,0,26,123,Western Pacific,,,,
,Maldives,3.2028,73.2207,11/03/2020,8,0,0,8,South-East Asia,,,,
,Malta,35.9375,14.3754,11/03/2020,6,0,0,6,Europe,,,,
,Mauritania,21.0079,-10.9408,11/03/2020,0,0,0,0,Africa,,,,
,Mauritius,-20.348404,57.552152,11/03/2020,0,0,0,0,Africa,,,,
,Mexico,23.6345,-102.5528,11/03/2020,8,0,4,4,Americas,,,,
,Moldova,47.4116,28.3699,11/03/2020,3,0,0,3,Europe,,,,
,Monaco,43.7333,7.4167,11/03/2020,1,0,0,1,Europe,,,,
,Mongolia,46.8625,103.8467,11/03/2020,1,0,0,1,Western Pacific,,,,
,Montenegro,42.708678,19.37439,11/03/2020,0,0,0,0,Europe,,,,
,Morocco,31.7917,-7.0926,11/03/2020,5,1,0,4,Eastern Mediterranean,,,,
,Namibia,-22.9576,18.4904,11/03/2020,0,0,0,0,Africa,,,,
,Nepal,28.1667,84.25,11/03/2020,1,0,1,0,South-East Asia,,,,
Aruba,Netherlands,12.5211,-69.9683,11/03/2020,0,0,0,0,Europe,,,,
Curacao,Netherlands,12.1696,-68.99,11/03/2020,0,0,0,0,Europe,,,,
Sint Maarten,Netherlands,18.0425,-63.0548,11/03/2020,0,0,0,0,Europe,,,,
,Netherlands,52.1326,5.2913,11/03/2020,503,5,0,498,Europe,,,,
,New Zealand,-40.9006,174.886,11/03/2020,5,0,0,5,Western Pacific,,,,
,Nicaragua,12.865416,-85.207229,11/03/2020,0,0,0,0,Americas,,,,
,Niger,17.607789,8.081666,11/03/2020,0,0,0,0,Africa,,,,
,Nigeria,9.082,8.6753,11/03/2020,2,0,0,2,Africa,,,,
,North Macedonia,41.6086,21.7453,11/03/2020,7,0,0,7,Europe,,,,
,Norway,60.472,8.4689,11/03/2020,598,0,1,597,Europe,,,,
,Oman,21.512583,55.923255,11/03/2020,18,0,9,9,Eastern Mediterranean,,,,
,Pakistan,30.3753,69.3451,11/03/2020,20,0,2,18,Eastern Mediterranean,,,,
,Panama,8.538,-80.7821,11/03/2020,8,1,0,7,Americas,,,,
,Papua New Guinea,-6.314993,143.95555,11/03/2020,0,0,0,0,Western Pacific,,,,
,Paraguay,-23.4425,-58.4438,11/03/2020,5,0,0,5,Americas,,,,
,Peru,-9.19,-75.0152,11/03/2020,11,0,0,11,Americas,,,,
,Philippines,12.879721,121.774017,11/03/2020,49,1,2,46,Western Pacific,,,,
,Poland,51.9194,19.1451,11/03/2020,31,0,0,31,Europe,,,,
,Portugal,39.3999,-8.2245,11/03/2020,59,0,0,59,Europe,,,,
,Qatar,25.3548,51.1839,11/03/2020,262,0,0,262,Eastern Mediterranean,,,,
,Romania,45.9432,24.9668,11/03/2020,45,0,6,39,Europe,,,,
,Russia,61.52401,105.318756,11/03/2020,20,0,3,17,Europe,,,,
,Rwanda,-1.9403,29.8739,11/03/2020,0,0,0,0,Africa,,,,
,Saint Lucia,13.9094,-60.9789,11/03/2020,0,0,0,0,Americas,,,,
,Saint Vincent and the Grenadines,12.9843,-61.2872,11/03/2020,0,0,0,0,Americas,,,,
,San Marino,43.9424,12.4578,11/03/2020,62,2,0,60,Europe,,,,
,Saudi Arabia,23.885942,45.079162,11/03/2020,21,0,1,20,Eastern Mediterranean,,,,
,Senegal,14.4974,-14.4524,11/03/2020,4,0,1,3,Africa,,,,
,Serbia,44.0165,21.0059,11/03/2020,12,0,0,12,Europe,,,,
,Seychelles,-4.6796,55.492,11/03/2020,0,0,0,0,Africa,,,,
,Singapore,1.2833,103.8333,11/03/2020,178,0,96,82,Western Pacific,,,,
,Slovakia,48.669,19.699,11/03/2020,10,0,0,10,Europe,,,,
,Slovenia,46.1512,14.9955,11/03/2020,57,0,0,57,Europe,,,,
,Somalia,5.152149,46.199616,11/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,South Africa,-30.5595,22.9375,11/03/2020,13,0,0,13,Africa,,,,
,Spain,40.463667,-3.74922,11/03/2020,"2,277",54,183,"2,040",Europe,,,,
,Sri Lanka,7.873054,80.771797,11/03/2020,2,0,1,1,South-East Asia,,,,
,Sudan,12.8628,30.2176,11/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Suriname,3.9193,-56.0278,11/03/2020,0,0,0,0,Americas,,,,
,Sweden,60.128161,18.643501,11/03/2020,500,1,0,499,Europe,,,,
,Switzerland,46.8182,8.2275,11/03/2020,652,4,4,644,Europe,,,,
,Taiwan*,23.7,121,11/03/2020,48,1,17,30,Western Pacific,,,,
,Tanzania,-6.369028,34.888822,11/03/2020,0,0,0,0,Africa,,,,
,Thailand,15.870032,100.992541,11/03/2020,59,1,34,24,South-East Asia,,,,
,Togo,8.6195,0.8248,11/03/2020,1,0,0,1,Africa,,,,
,Trinidad and Tobago,10.6918,-61.2225,11/03/2020,0,0,0,0,Americas,,,,
,Tunisia,33.886917,9.537499,11/03/2020,7,0,0,7,Eastern Mediterranean,,,,
