Province,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Region,,,,Region
Tibet,China,31.6927,88.0924,9/03/2020,1,0,1,0,Western Pacific,,,,
Xinjiang,China,41.1129,85.2401,9/03/2020,76,3,73,0,Western Pacific,,,,
Yunnan,China,24.974,101.487,9/03/2020,174,2,170,2,Western Pacific,,,,
Zhejiang,China,29.1832,120.0934,9/03/2020,"1,215",1,"1,176",38,Western Pacific,,,,
,Colombia,4.5709,-74.2973,9/03/2020,1,0,0,1,Americas,,,,
,Congo (Brazzaville),-0.228,15.8277,9/03/2020,0,0,0,0,Africa,,,,
,Congo (Kinshasa),-4.0383,21.7587,9/03/2020,0,0,0,0,Africa,,,,
,Costa Rica,9.7489,-83.7534,9/03/2020,9,0,0,9,Americas,,,,
,Cote d'Ivoire,7.54,-5.5471,9/03/2020,0,0,0,0,Africa,,,,
,Croatia,45.1,15.2,9/03/2020,12,0,0,12,Europe,,,,
,Cuba,21.521757,-77.781167,9/03/2020,0,0,0,0,Americas,,,,
,Cyprus,35.1264,33.4299,9/03/2020,2,0,0,2,Europe,,,,
,Czechia,49.8175,15.473,9/03/2020,31,0,0,31,Europe,,,,
Faroe Islands,Denmark,61.8926,-6.9118,9/03/2020,2,0,0,2,Europe,,,,
Greenland,Greenland,71.7069,-42.6043,9/03/2020,0,0,0,0,Europe,,,,
,Denmark,56.2639,9.5018,9/03/2020,90,0,1,89,Europe,,,,
,Djibouti,11.8251,42.5903,9/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Dominican Republic,18.7357,-70.1627,9/03/2020,5,0,0,5,Americas,,,,
,Ecuador,-1.8312,-78.1834,9/03/2020,15,0,0,15,Americas,,,,
,Egypt,26.820553,30.802498,9/03/2020,55,1,1,53,Eastern Mediterranean,,,,
,El Salvador,13.7942,-88.8965,9/03/2020,0,0,0,0,Americas,,,,
,Equatorial Guinea,1.6508,10.2679,9/03/2020,0,0,0,0,Africa,,,,
,Eritrea,15.1794,39.7823,9/03/2020,0,0,0,0,Africa,,,,
,Estonia,58.5953,25.0136,9/03/2020,10,0,0,10,Europe,,,,
,Eswatini,-26.5225,31.4659,9/03/2020,0,0,0,0,Africa,,,,
,Ethiopia,9.145,40.4897,9/03/2020,0,0,0,0,Africa,,,,
,Fiji,-17.7134,178.065,9/03/2020,0,0,0,0,Western Pacific,,,,
,Finland,61.92411,25.748151,9/03/2020,30,0,1,29,Europe,,,,
French Guiana,France,3.9339,-53.1258,9/03/2020,5,0,0,5,Europe,,,,
French Polynesia,France,-17.6797,149.4068,9/03/2020,0,0,0,0,Europe,,,,
Guadeloupe,France,16.265,-61.551,9/03/2020,0,0,0,0,Europe,,,,
Mayotte,France,-12.8275,45.166244,9/03/2020,0,0,0,0,Europe,,,,
New Caledonia,France,-20.904305,165.618042,9/03/2020,0,0,0,0,Europe,,,,
Reunion,France,-21.1151,55.5364,9/03/2020,0,0,0,0,Europe,,,,
Saint Barthelemy,France,17.9,-62.8333,9/03/2020,1,0,0,1,Europe,,,,
St Martin,France,18.0708,-63.0501,9/03/2020,2,0,0,2,Europe,,,,
Martinique,France,14.6415,-61.0242,9/03/2020,2,0,0,2,Europe,,,,
,France,46.2276,2.2137,9/03/2020,"1,209",19,12,"1,178",Europe,,,,
,Gabon,-0.8037,11.6094,9/03/2020,0,0,0,0,Africa,,,,
,Gambia,13.4432,-15.3101,9/03/2020,0,0,0,0,Africa,,,,
,Georgia,42.3154,43.3569,9/03/2020,15,0,0,15,Europe,,,,
,Germany,51.165691,10.451526,9/03/2020,"1,176",2,18,"1,156",Europe,,,,
,Ghana,7.9465,-1.0232,9/03/2020,0,0,0,0,Africa,,,,
,Greece,39.0742,21.8243,9/03/2020,73,0,0,73,Europe,,,,
,Guatemala,15.7835,-90.2308,9/03/2020,0,0,0,0,Americas,,,,
,Guinea,9.9456,-9.6966,9/03/2020,0,0,0,0,Africa,,,,
,Guyana,4.860416,-58.93018,9/03/2020,0,0,0,0,Americas,,,,
,Haiti,18.9712,-72.2852,9/03/2020,0,0,0,0,Americas,,,,
,Holy See,41.9029,12.4534,9/03/2020,1,0,0,1,Europe,,,,
,Honduras,15.2,-86.2419,9/03/2020,0,0,0,0,Americas,,,,
,Hungary,47.1625,19.5033,9/03/2020,9,0,0,9,Europe,,,,
,Iceland,64.9631,-19.0208,9/03/2020,58,0,0,58,Europe,,,,
,India,20.593684,78.96288,9/03/2020,43,0,3,40,South-East Asia,,,,
,Indonesia,-0.7893,113.9213,9/03/2020,19,0,0,19,South-East Asia,,,,
,Iran,32.427908,53.688046,9/03/2020,"7,161",237,"2,394","4,530",Eastern Mediterranean,,,,
,Iraq,33.223191,43.679291,9/03/2020,60,6,3,51,Eastern Mediterranean,,,,
,Ireland,53.1424,-7.6921,9/03/2020,21,0,0,21,Europe,,,,
,Israel,31.046051,34.851612,9/03/2020,61,0,2,59,Europe,,,,
,Italy,41.87194,12.56738,9/03/2020,"9,172",463,724,"7,985",Europe,,,,
,Jamaica,18.1096,-77.2975,9/03/2020,0,0,0,0,Americas,,,,
,Japan,36.204824,138.252924,9/03/2020,527,10,76,441,Western Pacific,,,,
,Jordan,31.24,36.51,9/03/2020,1,0,0,1,Eastern Mediterranean,,,,
,Kazakhstan,48.0196,66.9237,9/03/2020,0,0,0,0,Europe,,,,
,Kenya,-0.0236,37.9062,9/03/2020,0,0,0,0,Africa,,,,
,South Korea,35.907757,127.766922,9/03/2020,"7,478",53,118,"7,307",Western Pacific,,,,
,Kuwait,29.31166,47.481766,9/03/2020,64,0,1,63,Eastern Mediterranean,,,,
,Kyrgyzstan,41.20438,74.766098,9/03/2020,0,0,0,0,Europe,,,,
,Latvia,56.8796,24.6032,9/03/2020,6,0,0,6,Europe,,,,
,Lebanon,33.8547,35.8623,9/03/2020,32,0,1,31,Eastern Mediterranean,,,,
,Liberia,6.428055,-9.429499,9/03/2020,0,0,0,0,Africa,,,,
,Liechtenstein,47.14,9.55,9/03/2020,1,0,0,1,Europe,,,,
,Lithuania,55.1694,23.8813,9/03/2020,1,0,0,1,Europe,,,,
,Luxembourg,49.8153,6.1296,9/03/2020,3,0,0,3,Europe,,,,
,Madagascar,-18.766947,46.869107,9/03/2020,0,0,0,0,Africa,,,,
,Malaysia,4.210484,101.975766,9/03/2020,117,0,24,93,Western Pacific,,,,
,Maldives,3.2028,73.2207,9/03/2020,4,0,0,4,South-East Asia,,,,
,Malta,35.9375,14.3754,9/03/2020,3,0,0,3,Europe,,,,
,Mauritania,21.0079,-10.9408,9/03/2020,0,0,0,0,Africa,,,,
,Mauritius,-20.348404,57.552152,9/03/2020,0,0,0,0,Africa,,,,
,Mexico,23.6345,-102.5528,9/03/2020,7,0,1,6,Americas,,,,
,Moldova,47.4116,28.3699,9/03/2020,1,0,0,1,Europe,,,,
,Monaco,43.7333,7.4167,9/03/2020,1,0,0,1,Europe,,,,
,Mongolia,46.8625,103.8467,9/03/2020,0,0,0,0,Western Pacific,,,,
,Montenegro,42.708678,19.37439,9/03/2020,0,0,0,0,Europe,,,,
,Morocco,31.7917,-7.0926,9/03/2020,2,0,0,2,Eastern Mediterranean,,,,
,Namibia,-22.9576,18.4904,9/03/2020,0,0,0,0,Africa,,,,
,Nepal,28.1667,84.25,9/03/2020,1,0,1,0,South-East Asia,,,,
Aruba,Netherlands,12.5211,-69.9683,9/03/2020,0,0,0,0,Europe,,,,
Curacao,Netherlands,12.1696,-68.99,9/03/2020,0,0,0,0,Europe,,,,
Sint Maarten,Netherlands,18.0425,-63.0548,9/03/2020,0,0,0,0,Europe,,,,
,Netherlands,52.1326,5.2913,9/03/2020,321,3,0,318,Europe,,,,
,New Zealand,-40.9006,174.886,9/03/2020,5,0,0,5,Western Pacific,,,,
,Nicaragua,12.865416,-85.207229,9/03/2020,0,0,0,0,Americas,,,,
,Niger,17.607789,8.081666,9/03/2020,0,0,0,0,Africa,,,,
,Nigeria,9.082,8.6753,9/03/2020,2,0,0,2,Africa,,,,
,North Macedonia,41.6086,21.7453,9/03/2020,3,0,0,3,Europe,,,,
,Norway,60.472,8.4689,9/03/2020,205,0,1,204,Europe,,,,
,Oman,21.512583,55.923255,9/03/2020,16,0,2,14,Eastern Mediterranean,,,,
,Pakistan,30.3753,69.3451,9/03/2020,16,0,1,15,Eastern Mediterranean,,,,
,Panama,8.538,-80.7821,9/03/2020,0,0,0,0,Americas,,,,
,Papua New Guinea,-6.314993,143.95555,9/03/2020,0,0,0,0,Western Pacific,,,,
,Paraguay,-23.4425,-58.4438,9/03/2020,1,0,0,1,Americas,,,,
,Peru,-9.19,-75.0152,9/03/2020,7,0,0,7,Americas,,,,
,Philippines,12.879721,121.774017,9/03/2020,20,1,1,18,Western Pacific,,,,
,Poland,51.9194,19.1451,9/03/2020,16,0,0,16,Europe,,,,
,Portugal,39.3999,-8.2245,9/03/2020,30,0,0,30,Europe,,,,
,Qatar,25.3548,51.1839,9/03/2020,18,0,0,18,Eastern Mediterranean,,,,
,Romania,45.9432,24.9668,9/03/2020,15,0,3,12,Europe,,,,
,Russia,61.52401,105.318756,9/03/2020,17,0,3,14,Europe,,,,
,Rwanda,-1.9403,29.8739,9/03/2020,0,0,0,0,Africa,,,,
,Saint Lucia,13.9094,-60.9789,9/03/2020,0,0,0,0,Americas,,,,
,Saint Vincent and the Grenadines,12.9843,-61.2872,9/03/2020,0,0,0,0,Americas,,,,
,San Marino,43.9424,12.4578,9/03/2020,36,1,0,35,Europe,,,,
,Saudi Arabia,23.885942,45.079162,9/03/2020,15,0,0,15,Eastern Mediterranean,,,,
,Senegal,14.4974,-14.4524,9/03/2020,4,0,1,3,Africa,,,,
,Serbia,44.0165,21.0059,9/03/2020,1,0,0,1,Europe,,,,
,Seychelles,-4.6796,55.492,9/03/2020,0,0,0,0,Africa,,,,
,Singapore,1.2833,103.8333,9/03/2020,150,0,78,72,Western Pacific,,,,
,Slovakia,48.669,19.699,9/03/2020,3,0,0,3,Europe,,,,
,Slovenia,46.1512,14.9955,9/03/2020,16,0,0,16,Europe,,,,
,Somalia,5.152149,46.199616,9/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,South Africa,-30.5595,22.9375,9/03/2020,3,0,0,3,Africa,,,,
,Spain,40.463667,-3.74922,9/03/2020,"1,073",28,32,"1,013",Europe,,,,
,Sri Lanka,7.873054,80.771797,9/03/2020,1,0,1,0,South-East Asia,,,,
,Sudan,12.8628,30.2176,9/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Suriname,3.9193,-56.0278,9/03/2020,0,0,0,0,Americas,,,,
,Sweden,60.128161,18.643501,9/03/2020,248,0,0,248,Europe,,,,
,Switzerland,46.8182,8.2275,9/03/2020,374,2,3,369,Europe,,,,
,Taiwan*,23.7,121,9/03/2020,45,1,15,29,Western Pacific,,,,
,Tanzania,-6.369028,34.888822,9/03/2020,0,0,0,0,Africa,,,,
,Thailand,15.870032,100.992541,9/03/2020,50,1,31,18,South-East Asia,,,,
,Togo,8.6195,0.8248,9/03/2020,1,0,0,1,Africa,,,,
,Trinidad and Tobago,10.6918,-61.2225,9/03/2020,0,0,0,0,Americas,,,,
,Tunisia,33.886917,9.537499,9/03/2020,2,0,0,2,Eastern Mediterranean,,,,
,Turkey,38.9637,35.2433,9/03/2020,0,0,0,0,Europe,,,,
,Uganda,1.373333,32.290275,9/03/2020,0,0,0,0,Africa,,,,
,Ukraine,48.3794,31.1656,9/03/2020,1,0,0,1,Europe,,,,
,United Arab Emirates,23.424076,53.847818,9/03/2020,45,0,7,38,Eastern Mediterranean,,,,
Bermuda,United Kingdom,32.3078,-64.7505,9/03/2020,0,0,0,0,Europe,,,,
Cayman Islands,United Kingdom,19.3133,-81.2546,9/03/2020,0,0,0,0,Europe,,,,
Channel Islands,United Kingdom,49.3723,-2.3644,9/03/2020,0,0,0,0,Europe,,,,
Gibraltar,United Kingdom,36.1408,-5.3536,9/03/2020,1,0,0,1,Europe,,,,
Isle of Man,United Kingdom,54.2361,-4.5481,9/03/2020,0,0,0,0,Europe,,,,
Montserrat,United Kingdom,16.742498,-62.187366,9/03/2020,0,0,0,0,Europe,,,,
,United Kingdom,55.3781,-3.436,9/03/2020,629,3,18,608,Europe,,,,
,Uruguay,-32.5228,-55.7658,9/03/2020,0,0,0,0,Americas,,,,
,US,40,-100,9/03/2020,519,22,7,490,Americas,,,,
,Uzbekistan,41.377491,64.585262,9/03/2020,0,0,0,0,Europe,,,,
,Venezuela,6.4238,-66.5897,9/03/2020,0,0,0,0,Americas,,,,
,Vietnam,14.058324,108.277199,9/03/2020,30,0,16,14,Western Pacific,,,,
,Zambia,-13.133897,27.849332,9/03/2020,0,0,0,0,Africa,,,,
,Zimbabwe,-19.015438,29.154857,9/03/2020,0,0,0,0,Africa,,,,
,Dominica,15.415,-61.371,9/03/2020,0,0,0,0,Americas,,,,
,Grenada,12.1165,-61.679,9/03/2020,0,0,0,0,Americas,,,,
,Mozambique,-18.665695,35.529562,9/03/2020,0,0,0,0,Africa,,,,
,Syria,34.802075,38.996815,9/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Timor-Leste,-8.874217,125.727539,9/03/2020,0,0,0,0,South-East Asia,,,,
,Belize,17.1899,-88.4976,9/03/2020,0,0,0,0,Americas,,,,
,Laos,19.85627,102.495496,9/03/2020,0,0,0,0,Western Pacific,,,,
,Libya,26.3351,17.228331,9/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,West Bank and Gaza,31.9522,35.2332,9/03/2020,19,0,0,19,Eastern Mediterranean,,,,
,Guinea-Bissau,11.8037,-15.1804,9/03/2020,0,0,0,0,Africa,,,,
,Mali,17.570692,-3.996166,9/03/2020,0,0,0,0,Africa,,,,
,Saint Kitts and Nevis,17.357822,-62.782998,9/03/2020,0,0,0,0,Americas,,,,
Northwest Territories,Canada,64.8255,-124.8457,9/03/2020,0,0,0,0,Americas,,,,
Yukon,Canada,64.2823,-135,9/03/2020,0,0,0,0,Americas,,,,
,Kosovo,42.602636,20.902977,9/03/2020,0,0,0,0,Europe,,,,
,Burma,21.9162,95.956,9/03/2020,0,0,0,0,South-East Asia,,,,
Anguilla,United Kingdom,18.2206,-63.0686,9/03/2020,0,0,0,0,Europe,,,,
British Virgin Islands,United Kingdom,18.4207,-64.64,9/03/2020,0,0,0,0,Europe,,,,
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,9/03/2020,0,0,0,0,Europe,,,,
,Botswana,-22.3285,24.6849,9/03/2020,0,0,0,0,Africa,,,,
,Burundi,-3.3731,29.9189,9/03/2020,0,0,0,0,Africa,,,,
,Sierra Leone,8.460555,-11.779889,9/03/2020,0,0,0,0,Africa,,,,
,Malawi,-13.2543,34.3015,9/03/2020,0,0,0,0,Africa,,,,
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,9/03/2020,0,0,0,0,Europe,,,,
Saint Pierre and Miquelon,France,46.8852,-56.3159,9/03/2020,0,0,0,0,Europe,,,,
,South Sudan,6.877,31.307,9/03/2020,0,0,0,0,Africa,,,,
,Western Sahara,24.2155,-12.8858,9/03/2020,0,0,0,0,Africa,,,,
,Sao Tome and Principe,0.1864,6.6131,9/03/2020,0,0,0,0,Africa,,,,
,Yemen,15.552727,48.516388,9/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Comoros,-11.6455,43.3333,9/03/2020,0,0,0,0,Africa,,,,
,Tajikistan,38.861,71.2761,9/03/2020,0,0,0,0,Europe,,,,
,Lesotho,-29.61,28.2336,9/03/2020,0,0,0,0,Africa,,,,
,Afghanistan,33.93911,67.709953,10/03/2020,5,0,0,5,Eastern Mediterranean,,,,
,Albania,41.1533,20.1683,10/03/2020,10,0,0,10,Europe,,,,
,Algeria,28.0339,1.6596,10/03/2020,20,0,0,20,Africa,,,,
,Andorra,42.5063,1.5218,10/03/2020,1,0,0,1,Europe,,,,
,Angola,-11.2027,17.8739,10/03/2020,0,0,0,0,Africa,,,,
,Antigua and Barbuda,17.0608,-61.7964,10/03/2020,0,0,0,0,Americas,,,,
,Argentina,-38.4161,-63.6167,10/03/2020,17,1,0,16,Americas,,,,
,Armenia,40.0691,45.0382,10/03/2020,1,0,0,1,Europe,,,,
Australian Capital Territory,Australia,-35.4735,149.0124,10/03/2020,0,0,0,0,Western Pacific,,,,
New South Wales,Australia,-33.8688,151.2093,10/03/2020,55,2,4,49,Western Pacific,,,,
Northern Territory,Australia,-12.4634,130.8456,10/03/2020,1,0,0,1,Western Pacific,,,,
Queensland,Australia,-27.4698,153.0251,10/03/2020,18,0,8,10,Western Pacific,,,,
South Australia,Australia,-34.9285,138.6007,10/03/2020,7,0,2,5,Western Pacific,,,,
Tasmania,Australia,-42.8821,147.3272,10/03/2020,2,0,0,2,Western Pacific,,,,
Victoria,Australia,-37.8136,144.9631,10/03/2020,18,0,7,11,Western Pacific,,,,
Western Australia,Australia,-31.9505,115.8605,10/03/2020,6,1,0,5,Western Pacific,,,,
,Austria,47.5162,14.5501,10/03/2020,182,0,4,178,Europe,,,,
,Azerbaijan,40.1431,47.5769,10/03/2020,11,0,0,11,Europe,,,,
,Bahamas,25.025885,-78.035889,10/03/2020,0,0,0,0,Americas,,,,
,Bahrain,26.0275,50.55,10/03/2020,110,0,22,88,Eastern Mediterranean,,,,
,Bangladesh,23.685,90.3563,10/03/2020,3,0,0,3,South-East Asia,,,,
,Barbados,13.1939,-59.5432,10/03/2020,0,0,0,0,Americas,,,,
,Belarus,53.7098,27.9534,10/03/2020,9,0,3,6,Europe,,,,
,Belgium,50.8333,4.469936,10/03/2020,267,0,1,266,Europe,,,,
,Benin,9.3077,2.3158,10/03/2020,0,0,0,0,Africa,,,,
,Bhutan,27.5142,90.4336,10/03/2020,1,0,0,1,South-East Asia,,,,
,Bolivia,-16.2902,-63.5887,10/03/2020,0,0,0,0,Americas,,,,
,Bosnia and Herzegovina,43.9159,17.6791,10/03/2020,5,0,0,5,Europe,,,,
,Brazil,-14.235,-51.9253,10/03/2020,31,0,0,31,Americas,,,,
,Brunei,4.5353,114.7277,10/03/2020,1,0,0,1,Western Pacific,,,,
,Bulgaria,42.7339,25.4858,10/03/2020,4,0,0,4,Europe,,,,
,Burkina Faso,12.2383,-1.5616,10/03/2020,1,0,0,1,Africa,,,,
,Cabo Verde,16.5388,-23.0418,10/03/2020,0,0,0,0,Africa,,,,
,Cambodia,11.55,104.9167,10/03/2020,2,0,1,1,Western Pacific,,,,
,Cameroon,3.848,11.5021,10/03/2020,2,0,0,2,Africa,,,,
Alberta,Canada,53.9333,-116.5765,10/03/2020,7,0,0,7,Americas,,,,
British Columbia,Canada,53.7267,-127.6476,10/03/2020,32,1,0,31,Americas,,,,
Manitoba,Canada,53.7609,-98.8139,10/03/2020,0,0,0,0,Americas,,,,
New Brunswick,Canada,46.5653,-66.4619,10/03/2020,0,0,0,0,Americas,,,,
Newfoundland and Labrador,Canada,53.1355,-57.6604,10/03/2020,0,0,0,0,Americas,,,,
Nova Scotia,Canada,44.682,-63.7443,10/03/2020,0,0,0,0,Americas,,,,
Ontario,Canada,51.2538,-85.3232,10/03/2020,36,0,0,36,Americas,,,,
Prince Edward Island,Canada,46.5107,-63.4168,10/03/2020,0,0,0,0,Americas,,,,
Quebec,Canada,52.9399,-73.5491,10/03/2020,4,0,0,4,Americas,,,,
Saskatchewan,Canada,52.9399,-106.4509,10/03/2020,0,0,0,0,Americas,,,,
,Central African Republic,6.6111,20.9394,10/03/2020,0,0,0,0,Africa,,,,
,Chad,15.4542,18.7322,10/03/2020,0,0,0,0,Africa,,,,
,Chile,-35.6751,-71.543,10/03/2020,25,0,0,25,Americas,,,,
Anhui,China,31.8257,117.2264,10/03/2020,990,6,984,0,Western Pacific,,,,
Beijing,China,40.1824,116.4142,10/03/2020,429,8,320,101,Western Pacific,,,,
Chongqing,China,30.0572,107.874,10/03/2020,576,6,547,23,Western Pacific,,,,
Fujian,China,26.0789,117.9874,10/03/2020,296,1,295,0,Western Pacific,,,,
Gansu,China,35.7518,104.2861,10/03/2020,125,2,88,35,Western Pacific,,,,
Guangdong,China,23.3417,113.4244,10/03/2020,"1,353",8,"1,274",71,Western Pacific,,,,
Guangxi,China,23.8298,108.7881,10/03/2020,252,2,234,16,Western Pacific,,,,
Guizhou,China,26.8154,106.8748,10/03/2020,146,2,129,15,Western Pacific,,,,
Hainan,China,19.1959,109.7453,10/03/2020,168,6,159,3,Western Pacific,,,,
Hebei,China,39.549,116.1306,10/03/2020,318,6,0,312,Western Pacific,,,,
Heilongjiang,China,47.862,127.7615,10/03/2020,481,13,434,34,Western Pacific,,,,
Henan,China,37.8957,114.9042,10/03/2020,"1,272",22,0,"1,250",Western Pacific,,,,
Hong Kong,China,22.3,114.2,10/03/2020,120,3,65,52,Western Pacific,,,,
Hubei,China,30.9756,112.2707,10/03/2020,"67,760","3,024","47,743","16,993",Western Pacific,,,,
Hunan,China,27.6104,111.7088,10/03/2020,"1,018",4,990,24,Western Pacific,,,,
Inner Mongolia,China,44.0935,113.9448,10/03/2020,75,1,70,4,Western Pacific,,,,
Jiangsu,China,32.9711,119.455,10/03/2020,631,0,627,4,Western Pacific,,,,
Jiangxi,China,27.614,115.7221,10/03/2020,935,1,927,7,Western Pacific,,,,
Jilin,China,43.6661,126.1923,10/03/2020,93,1,91,1,Western Pacific,,,,
Liaoning,China,41.2956,122.6085,10/03/2020,125,1,111,13,Western Pacific,,,,
Macau,China,22.1667,113.55,10/03/2020,10,0,10,0,Western Pacific,,,,
Ningxia,China,37.2692,106.1655,10/03/2020,75,0,71,4,Western Pacific,,,,
Qinghai,China,35.7452,95.9956,10/03/2020,18,0,18,0,Western Pacific,,,,
Shaanxi,China,35.1917,108.8701,10/03/2020,245,1,227,17,Western Pacific,,,,
Shandong,China,36.3427,118.1498,10/03/2020,758,6,719,33,Western Pacific,,,,
Shanghai,China,31.202,121.4491,10/03/2020,344,3,319,22,Western Pacific,,,,
Shanxi,China,37.5777,112.2922,10/03/2020,133,0,131,2,Western Pacific,,,,
Sichuan,China,30.6171,102.7103,10/03/2020,539,3,478,58,Western Pacific,,,,
Tianjin,China,39.3054,117.323,10/03/2020,136,3,131,2,Western Pacific,,,,
Tibet,China,31.6927,88.0924,10/03/2020,1,0,1,0,Western Pacific,,,,
Xinjiang,China,41.1129,85.2401,10/03/2020,76,3,73,0,Western Pacific,,,,
Yunnan,China,24.974,101.487,10/03/2020,174,2,170,2,Western Pacific,,,,
Zhejiang,China,29.1832,120.0934,10/03/2020,"1,215",1,"1,191",23,Western Pacific,,,,
,Colombia,4.5709,-74.2973,10/03/2020,3,0,0,3,Americas,,,,
,Congo (Brazzaville),-0.228,15.8277,10/03/2020,0,0,0,0,Africa,,,,
,Congo (Kinshasa),-4.0383,21.7587,10/03/2020,0,0,0,0,Africa,,,,
,Costa Rica,9.7489,-83.7534,10/03/2020,9,0,0,9,Americas,,,,
,Cote d'Ivoire,7.54,-5.5471,10/03/2020,0,0,0,0,Africa,,,,
,Croatia,45.1,15.2,10/03/2020,14,0,0,14,Europe,,,,
,Cuba,21.521757,-77.781167,10/03/2020,0,0,0,0,Americas,,,,
,Cyprus,35.1264,33.4299,10/03/2020,3,0,0,3,Europe,,,,
,Czechia,49.8175,15.473,10/03/2020,41,0,0,41,Europe,,,,
Faroe Islands,Denmark,61.8926,-6.9118,10/03/2020,2,0,0,2,Europe,,,,
Greenland,Greenland,71.7069,-42.6043,10/03/2020,0,0,0,0,Europe,,,,
,Denmark,56.2639,9.5018,10/03/2020,262,0,1,261,Europe,,,,
,Djibouti,11.8251,42.5903,10/03/2020,0,0,0,0,Eastern Mediterranean,,,,
,Dominican Republic,18.7357,-70.1627,10/03/2020,5,0,0,5,Americas,,,,
,Ecuador,-1.8312,-78.1834,10/03/2020,15,0,0,15,Americas,,,,
,Egypt,26.820553,30.802498,10/03/2020,59,1,1,57,Eastern Mediterranean,,,,
,El Salvador,13.7942,-88.8965,10/03/2020,0,0,0,0,Americas,,,,
,Equatorial Guinea,1.6508,10.2679,10/03/2020,0,0,0,0,Africa,,,,
,Eritrea,15.1794,39.7823,10/03/2020,0,0,0,0,Africa,,,,
,Estonia,58.5953,25.0136,10/03/2020,12,0,0,12,Europe,,,,
,Eswatini,-26.5225,31.4659,10/03/2020,0,0,0,0,Africa,,,,
,Ethiopia,9.145,40.4897,10/03/2020,0,0,0,0,Africa,,,,
,Fiji,-17.7134,178.065,10/03/2020,0,0,0,0,Western Pacific,,,,
,Finland,61.92411,25.748151,10/03/2020,40,0,1,39,Europe,,,,
French Guiana,France,3.9339,-53.1258,10/03/2020,5,0,0,5,Europe,,,,
French Polynesia,France,-17.6797,149.4068,10/03/2020,0,0,0,0,Europe,,,,
Guadeloupe,France,16.265,-61.551,10/03/2020,0,0,0,0,Europe,,,,
Mayotte,France,-12.8275,45.166244,10/03/2020,0,0,0,0,Europe,,,,
New Caledonia,France,-20.904305,165.618042,10/03/2020,0,0,0,0,Europe,,,,
Reunion,France,-21.1151,55.5364,10/03/2020,0,0,0,0,Europe,,,,
Saint Barthelemy,France,17.9,-62.8333,10/03/2020,1,0,0,1,Europe,,,,
St Martin,France,18.0708,-63.0501,10/03/2020,2,0,0,2,Europe,,,,
Martinique,France,14.6415,-61.0242,10/03/2020,2,0,0,2,Europe,,,,
,France,46.2276,2.2137,10/03/2020,"1,784",33,12,"1,739",Europe,,,,
,Gabon,-0.8037,11.6094,10/03/2020,0,0,0,0,Africa,,,,
,Gambia,13.4432,-15.3101,10/03/2020,0,0,0,0,Africa,,,,
,Georgia,42.3154,43.3569,10/03/2020,15,0,0,15,Europe,,,,
,Germany,51.165691,10.451526,10/03/2020,"1,457",2,18,"1,437",Europe,,,,
,Ghana,7.9465,-1.0232,10/03/2020,0,0,0,0,Africa,,,,
,Greece,39.0742,21.8243,10/03/2020,89,0,0,89,Europe,,,,
,Guatemala,15.7835,-90.2308,10/03/2020,0,0,0,0,Americas,,,,
,Guinea,9.9456,-9.6966,10/03/2020,0,0,0,0,Africa,,,,
,Guyana,4.860416,-58.93018,10/03/2020,0,0,0,0,Americas,,,,
,Haiti,18.9712,-72.2852,10/03/2020,0,0,0,0,Americas,,,,
,Holy See,41.9029,12.4534,10/03/2020,1,0,0,1,Europe,,,,
,Honduras,15.2,-86.2419,10/03/2020,0,0,0,0,Americas,,,,
,Hungary,47.1625,19.5033,10/03/2020,9,0,0,9,Europe,,,,
,Iceland,64.9631,-19.0208,10/03/2020,69,0,1,68,Europe,,,,
,India,20.593684,78.96288,10/03/2020,56,0,4,52,South-East Asia,,,,
,Indonesia,-0.7893,113.9213,10/03/2020,27,0,2,25,South-East Asia,,,,
,Iran,32.427908,53.688046,10/03/2020,"8,042",291,"2,731","5,020",Eastern Mediterranean,,,,
,Iraq,33.223191,43.679291,10/03/2020,71,7,3,61,Eastern Mediterranean,,,,
,Ireland,53.1424,-7.6921,10/03/2020,34,0,0,34,Europe,,,,
,Israel,31.046051,34.851612,10/03/2020,75,0,4,71,Europe,,,,
,Italy,41.87194,12.56738,10/03/2020,"10,149",631,724,"8,794",Europe,,,,
,Jamaica,18.1096,-77.2975,10/03/2020,0,0,0,0,Americas,,,,
,Japan,36.204824,138.252924,10/03/2020,585,13,101,471,Western Pacific,,,,
,Jordan,31.24,36.51,10/03/2020,1,0,0,1,Eastern Mediterranean,,,,
,Kazakhstan,48.0196,66.9237,10/03/2020,0,0,0,0,Europe,,,,
,Kenya,-0.0236,37.9062,10/03/2020,0,0,0,0,Africa,,,,
,South Korea,35.907757,127.766922,10/03/2020,"7,513",54,247,"7,212",Western Pacific,,,,
,Kuwait,29.31166,47.481766,10/03/2020,69,0,1,68,Eastern Mediterranean,,,,
,Kyrgyzstan,41.20438,74.766098,10/03/2020,0,0,0,0,Europe,,,,
